10504,6139,4
10504,2399,5
10504,2492,5
10504,2885,3
10504,1615,5
10504,4720,5
10504,2883,5
10504,1609,5
10504,1634,3
10504,1631,4
10504,2889,4
10504,2668,5
10504,2400,5
10504,1614,5
10504,2112,4
10504,2488,4
10504,1605,5
10504,4718,2
10504,1629,5
10504,41,4
10504,2118,2
10504,2402,5
10504,2401,5
10504,1612,5
10504,4694,3
10504,3250,4
10504,2324,5
10504,3511,4
10504,862,5
10504,2484,4
10504,1606,4
10504,2161,4
10504,1628,5
10504,6200,3
10504,2582,4
10504,3968,5
10504,1632,4
10504,2285,3
10504,2407,1
10504,2481,4
10504,2296,4
10504,2318,4
10504,2887,5
10504,2300,3
10504,1624,3
10504,2295,5
10504,1617,5
10504,3083,2
17419,11285,5
17419,5847,5
17419,5846,5
16066,2409,3
16066,6815,3
16066,2749,2
16066,2876,4
16066,2292,3
16066,5,4
16066,5104,1
16066,3998,3
16066,2110,2
16066,2877,1
16066,2492,5
16066,2127,3
16066,5103,5
16066,2400,4
16066,1824,4
12206,425,1
12206,8611,2
12206,9376,1
8285,907,5
8285,10121,5
8285,211,5
8285,6333,5
8285,9035,5
8285,7503,5
8285,4044,5
8285,390,5
8285,7443,5
8285,8189,5
8285,5067,5
8285,1124,5
8285,1905,5
8285,4342,4
14603,2453,2
14603,4686,5
14603,5164,2
13369,7195,5
13369,11143,2
13369,4609,5
13369,11624,3
13369,4159,5
13369,7194,5
13346,5616,2
13346,11355,5
13346,227,5
13346,5315,5
6173,7456,1
6173,4667,4
6173,6898,5
6173,3985,3
6173,4091,4
6173,8542,3
6173,2200,3
6173,996,5
6173,4005,3
6173,3096,2
6173,1275,3
6173,5029,2
6173,7516,5
6173,8068,5
6173,7278,5
6173,6870,4
6173,3358,4
6173,646,5
6173,329,4
6173,3554,3
6173,6318,3
6173,10982,4
6173,1400,5
6173,2587,3
6173,4676,4
6173,427,5
6173,7127,3
6173,189,5
6173,11235,2
6173,9268,3
6173,1375,2
6173,5562,4
6173,6011,5
6173,252,5
6173,5705,4
6173,1219,5
6173,891,2
6173,9031,5
6173,7996,4
6173,10533,4
6173,7410,5
6173,1188,4
6173,3217,5
6173,9327,3
6173,8100,5
6173,6568,5
11179,2205,3
11179,6101,5
11179,5551,3
11179,2472,3
11179,2116,4
11179,9561,5
11179,1872,2
11179,1495,5
11179,1146,4
11179,624,5
11179,2285,5
11179,2485,5
11179,2482,4
11179,2298,4
11179,42,5
11179,2212,5
11179,1155,4
11179,502,5
11179,2118,5
11179,3482,4
11179,4252,4
9667,7538,1
9667,1059,5
9667,4974,5
9667,749,5
9667,1176,5
9667,1165,3
4307,1610,4
4307,384,3
4307,6816,5
4307,2188,5
4307,3519,4
4307,219,4
4307,4731,4
11596,5855,4
11596,5344,4
11596,9916,5
6164,4861,5
6164,8953,1
6164,8144,5
6508,4303,5
6508,226,1
6508,5991,5
9531,1044,5
9531,122,5
9531,125,5
5005,941,5
5005,1373,5
5005,4794,5
21598,12046,5
21598,239,5
21598,2244,3
6680,4803,5
6680,7835,5
6680,10079,1
6680,6702,5
6680,8491,5
6680,4350,2
6680,8432,5
6680,4031,5
6680,841,5
6680,467,1
6680,5921,5
