1265,1876,5
1265,1541,5
1265,2215,5
1265,1228,5
3671,463,5
3671,755,5
3671,280,5
3671,420,4
3671,4,4
3671,157,5
3671,1358,4
2639,1266,4
2639,2282,5
2639,2246,5
1149,270,3
1149,289,3
1149,963,4
1149,381,4
1149,301,4
1149,268,4
1149,312,2
1149,633,4
1149,407,5
1149,1280,4
1149,290,4
1149,190,4
1149,650,5
1149,1772,4
1149,71,4
1149,624,4
1149,333,4
1149,29,4
1149,717,4
1149,253,3
1149,356,2
1149,234,5
1149,92,4
1149,309,3
1149,1276,2
4592,116,4
4592,783,5
4592,647,5
4592,463,5
2910,927,2
2910,1131,5
2910,5,5
2910,631,5
2910,212,5
2910,260,4
4166,116,5
4166,4,5
4166,430,5
1141,2070,3
1141,289,3
1141,432,5
1141,907,5
1141,308,5
1141,1861,4
1141,837,5
1141,1500,5
1141,381,5
1141,992,4
1141,92,5
2128,311,4
2128,405,5
2128,295,2
2128,1146,5
2128,188,5
2128,1766,4
2128,194,5
2128,334,5
2128,94,5
2128,12,4
2128,406,5
2128,102,3
2128,423,4
2128,525,4
2128,440,5
2128,70,5
3156,1242,4
3156,1990,4
3156,333,4
3156,142,4
3156,42,4
1861,225,2
1861,1499,5
1861,556,5
1861,7,5
1861,1095,5
1861,13,2
1861,5,5
1861,1005,5
1861,119,5
1861,592,5
1861,220,5
1861,447,4
1861,157,5
1861,1126,5
1861,379,5
1861,833,5
1861,1556,4
1861,645,5
1861,992,3
1861,1129,5
1861,677,5
1861,99,5
1861,653,5
1861,202,5
1861,33,5
2517,633,5
2517,980,5
2517,423,3
2517,400,5
2517,544,5
2517,546,5
2517,713,5
2517,88,3
2517,117,5
2517,159,5
2517,762,5
2517,800,5
2517,92,5
2517,566,5
2517,102,5
2517,5,5
3429,59,4
3429,92,5
3429,2264,5
698,222,3
698,379,4
698,486,4
698,352,5
698,168,5
698,31,4
698,200,4
698,99,4
698,4,4
1033,328,5
1033,678,4
1033,250,5
1033,106,5
1033,544,4
1033,956,5
1033,406,5
1033,1125,3
1033,1301,4
1033,661,5
1033,94,5
2836,1721,5
2836,1002,2
2836,1294,3
2836,1287,4
2836,460,5
796,117,4
796,931,5
796,323,5
796,38,5
796,675,5
796,792,5
796,785,5
796,420,5
796,202,5
796,434,5
796,634,5
796,607,4
796,314,5
796,90,3
796,1003,5
796,1043,5
3208,5,3
3208,1725,5
3208,1075,4
3208,1115,5
3208,916,5
3208,774,5
3208,117,4
3208,184,3
3208,1506,5
4086,262,5
4086,427,5
4086,1075,5
1644,1176,5
1644,2351,5
1644,626,5
1644,419,5
1644,340,5
1644,1938,4
1644,1491,5
1644,109,3
1644,47,3
1644,1476,5
1644,2253,5
1644,633,5
1644,247,4
1644,677,5
1644,378,5
1644,215,3
1644,1870,5
1644,2147,5
1644,753,3
1644,139,4
1644,2081,5
1644,490,5
1644,355,5
1644,439,5
1644,326,5
1644,748,5
1644,94,5
1644,1447,1
1133,251,4
1133,422,4
1133,900,5
1133,308,4
1133,356,4
1133,140,4
1133,272,4
1133,214,5
1133,1276,4
1133,1592,4
1133,269,4
1133,1325,1
1133,1371,5
1133,405,4
1133,1280,4
1133,406,5
1133,309,4
1133,67,5
1133,1277,5
1133,217,5
1133,252,4
1133,427,5
1133,837,4
1133,899,5
1133,312,5
1133,261,2
1133,2046,1
1133,2112,3
1133,1125,2
1133,185,5
1133,1247,5
4587,1536,4
4587,2246,1
4587,2285,5
2823,105,4
2823,176,4
2823,1054,5
2823,831,4
2823,562,4
2823,1636,4
2823,1278,5
2823,2110,4
2823,1644,5
2823,1728,4
1292,882,5
1292,947,5
1292,104,5
3297,1963,4
3297,745,3
3297,423,4
3297,1557,5
3297,299,4
3297,307,4
3297,312,4
3297,459,4
3297,2039,5
3297,1564,5
487,8,5
487,423,4
487,206,5
487,688,5
487,429,5
487,189,3
755,269,4
755,123,3
755,624,4
755,941,5
755,374,5
755,1432,3
755,745,4
4341,846,4
4341,396,4
4341,474,5
4154,246,5
4154,88,5
4154,274,5
4154,216,5
4154,267,4
4154,157,4
4154,1656,5
4154,1056,5
4154,258,4
4154,215,5
2702,128,5
2702,177,5
2702,391,5
510,25,4
510,989,1
510,429,5
510,679,5
510,509,1
510,1088,5
510,846,2
510,688,4
510,724,1
510,425,3
510,1333,5
510,260,5
510,125,2
510,333,5
510,5,4
510,502,4
514,1106,5
514,675,5
514,1207,2
514,544,4
514,1897,5
514,434,4
514,186,2
514,294,1
601,125,5
601,381,5
601,1203,5
601,425,5
601,831,4
601,8,5
601,47,3
601,544,4
601,949,5
601,211,5
601,572,5
601,1990,5
106,268,4
106,819,5
106,821,4
106,818,5
106,816,5
106,254,5
106,479,5
106,625,5
106,815,5
106,741,5
106,287,5
106,255,5
106,822,5
644,930,5
